company_id,company_name,category,period,period_idx,revenue,cost_of_goods_sold,operating_expenses,net_income,cash,accounts_receivable,inventory,accounts_payable,short_term_debt,long_term_debt,capital_expenditure,operating_cash_flow,investing_cash_flow,financing_cash_flow
C014,Atlas Infrastructure,Stable,2023-Q1,17,104.08,60.88,32.79,7.23,104.35,23.68,10.08,14.83,10.67,37.55,5.1,11.76,-4.04,-1.26
C014,Atlas Infrastructure,Stable,2023-Q2,18,111.54,65.16,35.4,7.65,109.86,24.2,9.9,16.81,10.67,37.55,8.36,12.55,-7.11,0.06
C014,Atlas Infrastructure,Stable,2023-Q3,19,106.5,61.78,33.22,8.05,116.16,22.94,12.8,12.83,10.67,37.55,7.37,14.56,-6.48,-1.79
C014,Atlas Infrastructure,Stable,2023-Q4,20,102.87,58.63,31.61,8.89,120.97,24.93,9.29,14.11,10.67,37.55,8.66,14.97,-7.67,-2.49
C014,Atlas Infrastructure,Stable,2024-Q1,21,112.68,64.84,35.71,8.52,125.33,33.77,9.92,17.49,10.67,37.55,9.99,13.54,-9.29,0.11
C014,Atlas Infrastructure,Stable,2024-Q2,22,117.85,67.2,36.66,9.91,129.7,24.36,16.63,17.59,10.67,37.55,10.24,16.43,-10.11,-1.94
C014,Atlas Infrastructure,Stable,2024-Q3,23,111.8,64.28,34.45,9.22,133.11,24.23,10.59,17.83,10.67,37.55,9.88,14.91,-9.22,-2.27
C014,Atlas Infrastructure,Stable,2024-Q4,24,101.34,59.52,31.51,7.15,134.92,23.3,10.31,11.48,10.67,37.55,5.85,9.47,-4.84,-2.82
C015,Velox Medical Devices,Stable,2019-Q1,1,90.91,46.91,25.21,13.68,70.99,19.43,9.76,10.81,11.55,21.65,6.47,14.56,-6.06,-2.1
C015,Velox Medical Devices,Stable,2019-Q2,2,97.58,49.38,26.69,15.71,82.3,22.51,11.47,9.17,11.55,21.65,6.14,18.43,-5.05,-2.06
C015,Velox Medical Devices,Stable,2019-Q3,3,96.75,50.52,26.31,14.52,94.73,24.56,11.82,14.09,11.55,21.65,5.67,20.02,-5.37,-2.22
C015,Velox Medical Devices,Stable,2019-Q4,4,94.37,49.04,25.85,14.19,106.66,23.43,11.47,10.6,11.55,21.65,5.69,19.45,-5.2,-2.31
C015,Velox Medical Devices,Stable,2020-Q1,5,100.63,51.16,28.07,15.63,116.54,21.89,10.58,12.17,11.55,21.65,7.27,18.94,-6.92,-2.13
C015,Velox Medical Devices,Stable,2020-Q2,6,109.6,56.12,30.22,17.02,129.31,23.47,11.62,11.14,11.55,21.65,5.58,19.32,-5.31,-1.25
C015,Velox Medical Devices,Stable,2020-Q3,7,106.35,55.76,29.22,15.6,142.78,22.79,10.45,14.49,11.55,21.65,4.72,18.31,-3.88,-0.96
C015,Velox Medical Devices,Stable,2020-Q4,8,101.11,52.65,27.34,15.42,154.5,27.02,9.06,10.63,11.55,21.65,5.31,20.94,-4.91,-4.31
C015,Velox Medical Devices,Stable,2021-Q1,9,110.36,57.09,30.54,16.63,162.31,23.75,11.18,12.28,11.55,21.65,7.1,17.86,-5.72,-4.33
C015,Velox Medical Devices,Stable,2021-Q2,10,120.3,61.4,32.58,19.33,173.24,26.93,14.79,13.93,11.55,21.65,9.39,23.03,-9.16,-2.95
C015,Velox Medical Devices,Stable,2021-Q3,11,122.04,64.07,33.8,17.71,183.95,29.26,14.91,12.63,11.55,21.65,6.13,18.95,-5.62,-2.61
C015,Velox Medical Devices,Stable,2021-Q4,12,111.86,57.84,31.15,16.74,193.58,28.08,11.58,10.7,11.55,21.65,7.56,17.68,-6.9,-1.15
C015,Velox Medical Devices,Stable,2022-Q1,13,115.49,58.37,31.93,18.48,205.12,24.39,12.31,12.15,11.55,21.65,6.81,20.35,-5.61,-3.2
C015,Velox Medical Devices,Stable,2022-Q2,14,123.42,64.16,33.31,19.05,213.88,34.22,11.14,15.89,11.55,21.65,10.67,23.44,-10.09,-4.59
C015,Velox Medical Devices,Stable,2022-Q3,15,123.78,63.03,33.7,19.87,232.44,25.13,15.52,15.56,11.55,21.65,6.59,26.51,-5.68,-2.27
C015,Velox Medical Devices,Stable,2022-Q4,16,118.83,60.71,33.01,18.41,243.78,35.02,14.48,15.42,11.55,21.65,6.43,21.04,-4.98,-4.72
C015,Velox Medical Devices,Stable,2023-Q1,17,132.34,68.45,36.97,19.77,259.51,30.6,12.59,12.86,11.55,21.65,7.02,23.87,-6.51,-1.63
C015,Velox Medical Devices,Stable,2023-Q2,18,147.05,77.01,39.78,22.28,273.2,34.89,18.7,14.34,11.55,21.65,7.08,24.61,-6.19,-4.74
C015,Velox Medical Devices,Stable,2023-Q3,19,140.88,72.51,38.21,22.2,291.1,34.81,15.68,18.5,11.55,21.65,9.71,28.31,-8.35,-2.06
C015,Velox Medical Devices,Stable,2023-Q4,20,136.62,71.04,36.77,21.19,307.68,27.42,12.17,17.5,11.55,21.65,8.21,25.07,-6.89,-1.6
C015,Velox Medical Devices,Stable,2024-Q1,21,146.65,76.06,39.81,22.67,320.47,32.13,12.81,16.29,11.55,21.65,11.96,27.03,-11.78,-2.46
C015,Velox Medical Devices,Stable,2024-Q2,22,160.89,82.91,43.71,25.28,339.41,40.11,14.92,19.87,11.55,21.65,7.76,30.13,-7.58,-3.61
C015,Velox Medical Devices,Stable,2024-Q3,23,153.12,79.54,42.22,23.1,351.96,44.89,18.46,18.82,11.55,21.65,13.0,29.11,-12.4,-4.16
C015,Velox Medical Devices,Stable,2024-Q4,24,149.49,75.43,41.49,24.0,370.59,41.87,12.1,17.93,11.55,21.65,6.87,28.77,-5.4,-4.74
C016,Echo Communications,Stable,2019-Q1,1,86.54,49.26,22.21,10.82,64.43,24.39,12.23,10.15,15.32,22.07,5.33,16.31,-4.81,-3.42
C016,Echo Communications,Stable,2019-Q2,2,89.59,50.5,22.78,11.76,71.34,22.02,8.72,12.19,15.32,22.07,6.17,13.01,-5.63,-0.47
C016,Echo Communications,Stable,2019-Q3,3,85.46,48.75,21.44,10.97,77.42,23.98,8.91,9.79,15.32,22.07,5.41,11.05,-4.69,-0.28
C016,Echo Communications,Stable,2019-Q4,4,84.65,48.04,21.25,11.04,84.31,23.77,11.16,10.49,15.32,22.07,4.67,13.35,-3.27,-3.18
C016,Echo Communications,Stable,2020-Q1,5,91.82,52.76,22.73,11.77,91.55,22.73,10.07,10.35,15.32,22.07,8.13,15.43,-7.29,-0.91
C016,Echo Communications,Stable,2020-Q2,6,99.99,56.39,25.14,13.36,103.25,21.16,11.92,15.44,15.32,22.07,4.38,17.35,-3.85,-1.8
C016,Echo Communications,Stable,2020-Q3,7,98.93,57.49,25.07,11.8,111.06,23.48,10.09,10.96,15.32,22.07,6.0,13.94,-4.99,-1.14
C016,Echo Communications,Stable,2020-Q4,8,93.35,52.65,23.45,12.46,117.8,20.37,8.72,13.83,15.32,22.07,5.69,12.52,-5.44,-0.35
C016,Echo Communications,Stable,2021-Q1,9,96.18,55.2,24.49,11.89,126.67,28.45,9.5,14.83,15.32,22.07,8.25,17.43,-7.3,-1.26
C016,Echo Communications,Stable,2021-Q2,10,104.35,59.65,26.59,13.1,135.46,26.41,12.99,13.29,15.32,22.07,8.48,17.68,-8.26,-0.63
C016,Echo Communications,Stable,2021-Q3,11,103.36,59.15,25.95,13.22,143.67,30.13,10.36,15.64,15.32,22.07,6.79,16.23,-6.33,-1.69
C016,Echo Communications,Stable,2021-Q4,12,98.92,56.37,24.49,13.06,155.07,22.47,8.49,15.66,15.32,22.07,5.91,18.8,-4.82,-2.58
C016,Echo Communications,Stable,2022-Q1,13,109.99,64.25,27.64,13.1,160.7,30.61,11.35,17.93,15.32,22.07,7.72,13.57,-6.73,-1.21
C016,Echo Communications,Stable,2022-Q2,14,120.25,67.96,30.87,15.59,167.67,26.23,14.43,13.75,15.32,22.07,8.1,18.13,-7.47,-3.7
C016,Echo Communications,Stable,2022-Q3,15,114.0,66.1,29.22,13.54,171.01,23.76,12.51,12.56,15.32,22.07,8.33,14.14,-7.43,-3.38
C016,Echo Communications,Stable,2022-Q4,16,104.77,59.48,25.93,14.04,176.77,29.7,14.72,11.51,15.32,22.07,8.74,15.54,-7.35,-2.43
C016,Echo Communications,Stable,2023-Q1,17,106.62,60.03,26.99,14.22,184.43,21.44,13.73,12.65,15.32,22.07,7.4,14.7,-6.8,-0.24
C016,Echo Communications,Stable,2023-Q2,18,119.06,68.45,29.77,15.16,191.88,32.26,12.13,18.51,15.32,22.07,8.04,17.98,-7.96,-2.57
C016,Echo Communications,Stable,2023-Q3,19,115.34,65.46,28.78,15.35,201.15,32.5,15.91,12.41,15.32,22.07,6.56,18.5,-5.25,-3.97
C016,Echo Communications,Stable,2023-Q4,20,111.46,63.23,28.4,14.4,208.59,22.86,12.6,14.18,15.32,22.07,6.66,16.81,-5.86,-3.51
C016,Echo Communications,Stable,2024-Q1,21,124.95,72.45,31.09,15.58,213.99,26.86,12.81,15.66,15.32,22.07,9.24,18.76,-9.16,-4.2
C016,Echo Communications,Stable,2024-Q2,22,135.54,77.45,34.46,17.24,222.98,29.73,16.59,15.95,15.32,22.07,11.49,23.7,-11.05,-3.67
C016,Echo Communications,Stable,2024-Q3,23,124.02,71.66,31.69,15.02,229.17,33.15,16.66,15.74,15.32,22.07,9.54,16.76,-9.0,-1.57
C016,Echo Communications,Stable,2024-Q4,24,116.45,66.21,28.88,15.53,240.72,34.85,10.97,18.46,15.32,22.07,9.28,21.86,-8.29,-2.02
C017,Crestline Automotive,Stable,2019-Q1,1,146.77,79.29,43.8,17.24,61.44,39.47,18.42,18.68,14.27,26.61,5.99,24.18,-4.76,-4.43
C017,Crestline Automotive,Stable,2019-Q2,2,158.01,87.74,47.26,16.74,65.35,36.25,15.01,22.51,14.27,26.61,13.16,20.93,-13.0,-4.01
C017,Crestline Automotive,Stable,2019-Q3,3,148.43,81.73,43.71,16.73,76.47,38.64,17.84,19.41,14.27,26.61,7.98,21.55,-6.83,-3.6
C017,Crestline Automotive,Stable,2019-Q4,4,144.57,79.66,41.96,16.7,88.64,37.96,17.9,16.08,14.27,26.61,6.73,19.1,-5.82,-1.11
C017,Crestline Automotive,Stable,2020-Q1,5,153.92,85.6,44.85,17.09,101.38,37.95,12.96,16.11,14.27,26.61,6.37,21.02,-5.42,-2.86
C017,Crestline Automotive,Stable,2020-Q2,6,154.33,84.54,44.68,18.31,107.68,35.43,18.29,23.38,14.27,26.61,13.04,20.98,-12.18,-2.49
C017,Crestline Automotive,Stable,2020-Q3,7,143.57,77.21,42.29,17.54,115.19,33.61,18.66,17.04,14.27,26.61,10.87,20.47,-10.43,-2.53
C017,Crestline Automotive,Stable,2020-Q4,8,136.22,75.07,40.6,14.9,127.03,38.04,16.34,18.61,14.27,26.61,7.46,22.45,-7.46,-3.15
C017,Crestline Automotive,Stable,2021-Q1,9,149.11,81.96,43.91,16.92,136.61,30.06,18.27,17.41,14.27,26.61,10.11,23.17,-9.6,-4.0
C017,Crestline Automotive,Stable,2021-Q2,10,154.14,82.91,45.82,18.54,145.14,44.98,17.82,15.78,14.27,26.61,11.78,23.45,-10.61,-4.31
C017,Crestline Automotive,Stable,2021-Q3,11,141.11,75.65,41.46,17.48,159.16,40.23,18.59,17.9,14.27,26.61,6.24,22.55,-5.42,-3.1
C017,Crestline Automotive,Stable,2021-Q4,12,130.87,71.86,38.22,15.08,169.01,29.32,11.46,15.2,14.27,26.61,6.39,17.24,-4.91,-2.49
C017,Crestline Automotive,Stable,2022-Q1,13,144.98,80.84,42.67,15.59,176.4,40.78,14.77,17.02,14.27,26.61,10.67,20.12,-9.65,-3.08
C017,Crestline Automotive,Stable,2022-Q2,14,155.54,83.8,45.87,18.89,188.4,33.1,17.42,20.89,14.27,26.61,12.08,25.6,-10.77,-2.83
C017,Crestline Automotive,Stable,2022-Q3,15,151.39,81.74,43.57,19.05,206.42,34.58,15.88,19.76,14.27,26.61,7.54,26.38,-7.35,-1.0
C017,Crestline Automotive,Stable,2022-Q4,16,149.78,80.61,43.9,18.44,218.97,38.73,16.46,15.2,14.27,26.61,6.78,21.05,-5.9,-2.59
C017,Crestline Automotive,Stable,2023-Q1,17,163.97,90.8,47.22,18.95,230.59,40.96,19.88,18.64,14.27,26.61,11.59,23.46,-10.24,-1.6
C017,Crestline Automotive,Stable,2023-Q2,18,168.81,92.6,49.98,19.16,238.6,39.92,19.83,20.99,14.27,26.61,12.68,23.29,-11.84,-3.44
C017,Crestline Automotive,Stable,2023-Q3,19,158.95,87.84,47.01,17.57,253.1,37.06,19.11,19.29,14.27,26.61,9.97,24.75,-9.35,-0.9
C017,Crestline Automotive,Stable,2023-Q4,20,150.11,81.26,43.37,18.6,262.35,38.8,20.07,17.7,14.27,26.61,8.55,21.18,-7.79,-4.14
C017,Crestline Automotive,Stable,2024-Q1,21,151.29,82.39,43.7,18.39,274.0,43.62,15.78,18.02,14.27,26.61,9.4,24.59,-8.42,-4.51
C017,Crestline Automotive,Stable,2024-Q2,22,158.57,87.79,47.34,17.07,283.42,42.0,21.55,17.13,14.27,26.61,11.11,22.61,-10.24,-2.95
C017,Crestline Automotive,Stable,2024-Q3,23,147.25,80.16,42.61,17.84,295.35,40.26,13.7,14.9,14.27,26.61,10.27,23.27,-8.96,-2.37
C017,Crestline Automotive,Stable,2024-Q4,24,138.21,75.1,41.04,16.04,307.11,35.11,11.86,17.77,14.27,26.61,8.27,23.41,-7.82,-3.83
C018,Zenith Software,Stable,2019-Q1,1,97.82,55.45,25.29,12.18,75.72,22.27,13.54,10.67,17.55,31.73,8.66,17.47,-8.4,-0.94
C018,Zenith Software,Stable,2019-Q2,2,103.62,56.92,26.39,14.62,88.72,26.07,11.84,15.57,17.55,31.73,6.64,18.82,-5.42,-0.39
C018,Zenith Software,Stable,2019-Q3,3,96.9,54.09,24.91,12.8,99.37,23.07,8.41,12.98,17.55,31.73,5.73,18.2,-5.41,-2.15
C018,Zenith Software,Stable,2019-Q4,4,91.03,50.02,23.57,12.46,110.18,25.73,10.44,10.77,17.55,31.73,6.17,17.09,-4.93,-1.34
C018,Zenith Software,Stable,2020-Q1,5,99.31,55.38,25.85,12.94,116.74,25.24,11.66,11.19,17.55,31.73,6.81,16.79,-6.53,-3.7
C018,Zenith Software,Stable,2020-Q2,6,110.73,62.22,28.61,14.31,121.92,27.94,10.74,15.35,17.55,31.73,6.88,15.22,-6.63,-3.41
C018,Zenith Software,Stable,2020-Q3,7,104.16,57.24,26.52,14.68,133.7,26.16,11.35,12.49,17.55,31.73,4.92,19.9,-4.16,-3.95
C018,Zenith Software,Stable,2020-Q4,8,95.35,52.44,24.45,13.23,144.92,24.47,12.47,12.36,17.55,31.73,4.05,18.92,-3.9,-3.81
C018,Zenith Software,Stable,2021-Q1,9,103.14,58.05,25.89,13.78,150.88,30.38,13.6,12.17,17.55,31.73,5.0,14.35,-4.81,-3.57
C018,Zenith Software,Stable,2021-Q2,10,106.2,59.47,26.87,14.27,164.72,25.04,14.8,14.77,17.55,31.73,5.0,20.19,-4.43,-1.92
C018,Zenith Software,Stable,2021-Q3,11,104.8,58.44,26.78,14.07,175.08,25.32,8.91,12.48,17.55,31.73,4.71,15.35,-3.27,-1.71
C018,Zenith Software,Stable,2021-Q4,12,103.75,58.58,26.33,13.51,180.71,24.83,10.18,11.11,17.55,31.73,8.29,14.74,-7.27,-1.84
C018,Zenith Software,Stable,2022-Q1,13,114.34,62.89,28.97,16.24,187.01,26.87,14.35,17.56,17.55,31.73,9.57,18.16,-8.33,-3.54
C018,Zenith Software,Stable,2022-Q2,14,122.41,68.22,31.18,16.64,195.47,36.46,11.47,17.73,17.55,31.73,9.37,19.38,-8.74,-2.18
C018,Zenith Software,Stable,2022-Q3,15,118.32,67.18,29.71,15.45,208.11,31.85,11.02,14.89,17.55,31.73,7.12,19.31,-6.34,-0.33
C018,Zenith Software,Stable,2022-Q4,16,114.08,62.91,29.37,15.74,221.45,27.33,10.27,12.32,17.55,31.73,9.58,21.96,-8.22,-0.39
C018,Zenith Software,Stable,2023-Q1,17,120.64,67.96,30.82,15.77,234.13,29.18,12.63,16.27,17.55,31.73,5.8,19.92,-5.09,-2.15
C018,Zenith Software,Stable,2023-Q2,18,124.85,70.06,31.55,16.81,246.55,34.24,10.69,15.1,17.55,31.73,8.51,22.28,-8.12,-1.74
C018,Zenith Software,Stable,2023-Q3,19,124.0,70.04,31.84,15.97,254.7,30.85,11.44,14.44,17.55,31.73,8.68,19.31,-7.9,-3.24
C018,Zenith Software,Stable,2023-Q4,20,118.99,65.27,30.41,16.86,262.98,27.2,14.59,11.9,17.55,31.73,10.36,21.02,-10.1,-2.64
C018,Zenith Software,Stable,2024-Q1,21,128.93,72.29,32.84,17.23,270.42,32.51,17.32,14.43,17.55,31.73,10.71,18.31,-9.85,-1.02
C018,Zenith Software,Stable,2024-Q2,22,135.13,75.91,34.97,17.57,282.55,32.83,17.08,20.59,17.55,31.73,6.63,22.2,-6.22,-3.84
C018,Zenith Software,Stable,2024-Q3,23,125.83,70.56,32.28,16.62,291.6,30.53,14.93,13.28,17.55,31.73,6.11,18.02,-5.34,-3.64
C018,Zenith Software,Stable,2024-Q4,24,115.85,64.27,29.5,15.95,299.92,32.58,9.73,15.74,17.55,31.73,9.26,20.5,-7.86,-4.31
C019,Orion Chemicals,Stable,2019-Q1,1,94.19,50.49,26.98,11.86,61.3,27.29,8.87,10.2,16.79,38.63,7.81,12.93,-7.06,-1.08
C019,Orion Chemicals,Stable,2019-Q2,2,100.58,54.33,29.42,11.94,67.01,27.76,9.85,12.01,16.79,38.63,8.93,13.73,-7.97,-0.05
C019,Orion Chemicals,Stable,2019-Q3,3,99.48,54.88,29.02,11.0,72.95,29.5,10.39,10.6,16.79,38.63,7.61,15.51,-6.74,-2.82
C019,Orion Chemicals,Stable,2019-Q4,4,93.26,50.91,26.8,10.97,77.47,22.64,10.92,12.96,16.79,38.63,5.62,12.58,-5.22,-2.85
C019,Orion Chemicals,Stable,2020-Q1,5,101.35,55.04,29.64,11.82,86.61,29.36,12.91,10.91,16.79,38.63,5.96,18.12,-5.45,-3.52
C019,Orion Chemicals,Stable,2020-Q2,6,109.64,59.82,31.25,13.25,100.54,24.65,10.87,15.6,16.79,38.63,6.04,19.25,-4.76,-0.56
C019,Orion Chemicals,Stable,2020-Q3,7,103.58,56.97,30.52,11.38,107.39,27.78,10.43,13.11,16.79,38.63,6.79,15.92,-6.61,-2.46
C019,Orion Chemicals,Stable,2020-Q4,8,100.38,55.45,29.48,10.9,116.38,21.45,13.6,11.81,16.79,38.63,7.79,15.41,-6.57,0.15
C019,Orion Chemicals,Stable,2021-Q1,9,111.36,59.89,32.5,13.54,129.58,30.53,13.04,12.29,16.79,38.63,5.39,19.67,-5.31,-1.16
C019,Orion Chemicals,Stable,2021-Q2,10,118.69,64.72,34.84,13.66,140.92,28.29,10.8,17.06,16.79,38.63,5.87,18.13,-4.79,-2.0
C019,Orion Chemicals,Stable,2021-Q3,11,111.13,61.46,32.6,12.12,149.9,30.11,9.87,16.22,16.79,38.63,8.32,17.06,-7.77,-0.3
C019,Orion Chemicals,Stable,2021-Q4,12,113.56,62.55,32.37,13.3,159.48,27.34,14.93,11.55,16.79,38.63,8.4,19.95,-7.45,-2.91
C019,Orion Chemicals,Stable,2022-Q1,13,126.63,68.83,36.13,15.57,169.54,25.46,14.07,19.1,16.79,38.63,7.33,19.12,-6.81,-2.25
C019,Orion Chemicals,Stable,2022-Q2,14,133.75,72.83,39.31,15.52,184.08,33.51,14.62,14.12,16.79,38.63,7.02,23.13,-6.91,-1.67
C019,Orion Chemicals,Stable,2022-Q3,15,122.61,66.72,35.9,14.3,193.74,26.92,15.48,16.34,16.79,38.63,7.71,18.13,-7.33,-1.14
C019,Orion Chemicals,Stable,2022-Q4,16,123.39,67.39,35.47,14.71,204.87,32.03,16.82,15.06,16.79,38.63,7.06,21.5,-6.98,-3.39
C019,Orion Chemicals,Stable,2023-Q1,17,128.12,68.54,37.71,15.72,217.72,36.44,15.37,13.49,16.79,38.63,5.56,17.97,-4.47,-0.64
C019,Orion Chemicals,Stable,2023-Q2,18,136.63,74.37,38.95,16.79,225.33,34.33,13.75,16.17,16.79,38.63,10.37,22.19,-10.21,-4.38
C019,Orion Chemicals,Stable,2023-Q3,19,130.84,72.28,37.64,15.0,234.99,31.98,15.73,16.69,16.79,38.63,10.9,21.69,-10.88,-1.14
C019,Orion Chemicals,Stable,2023-Q4,20,123.57,67.34,36.47,14.12,244.51,30.68,16.75,17.2,16.79,38.63,8.27,16.99,-6.78,-0.69
C019,Orion Chemicals,Stable,2024-Q1,21,134.99,73.23,38.31,16.9,250.75,32.45,12.7,19.18,16.79,38.63,10.99,20.52,-10.98,-3.3
C019,Orion Chemicals,Stable,2024-Q2,22,143.3,77.41,41.05,17.95,263.02,29.64,13.06,18.23,16.79,38.63,8.72,21.62,-8.16,-1.19
C019,Orion Chemicals,Stable,2024-Q3,23,137.59,74.6,39.21,17.15,274.77,40.64,11.64,15.65,16.79,38.63,7.71,20.65,-7.46,-1.44
C019,Orion Chemicals,Stable,2024-Q4,24,135.26,72.72,39.37,16.69,279.99,28.73,11.42,19.7,16.79,38.63,10.96,19.56,-10.15,-4.19
C020,Meridian Materials,Stable,2019-Q1,1,147.44,85.65,38.28,17.14,69.78,35.05,16.22,20.08,10.13,30.24,10.99,19.7,-10.74,-3.33
C020,Meridian Materials,Stable,2019-Q2,2,158.64,92.97,42.03,17.24,82.94,43.46,19.95,18.18,10.13,30.24,7.04,22.57,-6.47,-2.93
C020,Meridian Materials,Stable,2019-Q3,3,149.24,86.33,38.91,17.51,88.53,43.99,14.17,22.13,10.13,30.24,13.29,19.83,-12.72,-1.53
C020,Meridian Materials,Stable,2019-Q4,4,140.99,82.09,37.1,15.85,99.24,30.9,13.51,22.48,10.13,30.24,11.9,22.81,-10.96,-1.14
C020,Meridian Materials,Stable,2020-Q1,5,150.38,87.46,39.59,17.01,110.43,35.43,14.42,20.96,10.13,30.24,8.89,23.64,-8.69,-3.76
C020,Meridian Materials,Stable,2020-Q2,6,158.26,91.76,41.1,18.56,117.64,41.83,19.28,22.9,10.13,30.24,12.85,22.66,-12.54,-2.91
C020,Meridian Materials,Stable,2020-Q3,7,148.26,85.52,39.41,17.0,130.21,34.74,18.68,15.61,10.13,30.24,8.27,22.87,-8.19,-2.11
C020,Meridian Materials,Stable,2020-Q4,8,142.64,82.71,37.18,16.57,134.04,29.68,13.62,17.35,10.13,30.24,12.2,18.57,-12.19,-2.55
C020,Meridian Materials,Stable,2021-Q1,9,151.37,90.21,39.09,16.06,140.88,44.89,15.39,22.93,10.13,30.24,12.75,21.03,-11.92,-2.27
C020,Meridian Materials,Stable,2021-Q2,10,158.34,91.65,40.9,18.85,156.73,46.18,16.75,19.91,10.13,30.24,9.02,25.31,-7.59,-1.88
C020,Meridian Materials,Stable,2021-Q3,11,154.94,89.15,40.17,18.72,172.86,38.19,15.4,22.68,10.13,30.24,9.48,26.05,-8.97,-0.96
C020,Meridian Materials,Stable,2021-Q4,12,147.97,86.51,38.72,16.56,181.47,34.8,20.85,20.49,10.13,30.24,11.92,22.78,-11.41,-2.75
C020,Meridian Materials,Stable,2022-Q1,13,156.93,93.04,41.81,16.07,192.53,41.17,20.86,24.24,10.13,30.24,9.38,23.16,-9.3,-2.8
C020,Meridian Materials,Stable,2022-Q2,14,172.79,101.95,45.15,18.77,198.27,47.5,18.93,24.82,10.13,30.24,13.39,22.31,-12.57,-4.0
C020,Meridian Materials,Stable,2022-Q3,15,169.37,99.17,43.84,19.27,210.12,50.26,21.97,27.34,10.13,30.24,10.8,24.1,-9.45,-2.79
C020,Meridian Materials,Stable,2022-Q4,16,156.55,92.5,40.58,17.12,220.41,38.3,15.02,18.55,10.13,30.24,6.57,18.99,-5.1,-3.6
C020,Meridian Materials,Stable,2023-Q1,17,172.8,101.46,44.61,19.55,228.89,47.14,21.31,25.68,10.13,30.24,15.34,26.52,-14.48,-3.57
C020,Meridian Materials,Stable,2023-Q2,18,187.3,110.4,48.19,21.04,241.85,54.27,17.88,23.49,10.13,30.24,13.09,28.71,-12.5,-3.26
C020,Meridian Materials,Stable,2023-Q3,19,176.05,104.68,45.33,19.03,255.75,48.89,24.58,20.75,10.13,30.24,8.5,24.05,-7.44,-2.71
C020,Meridian Materials,Stable,2023-Q4,20,171.46,101.01,44.35,19.08,264.18,37.92,15.57,21.44,10.13,30.24,14.21,24.76,-13.21,-3.12
C020,Meridian Materials,Stable,2024-Q1,21,184.26,106.93,47.38,21.97,275.73,50.23,17.34,22.49,10.13,30.24,12.57,27.85,-11.67,-4.63
C020,Meridian Materials,Stable,2024-Q2,22,201.53,117.52,53.01,22.76,289.94,59.85,26.18,32.0,10.13,30.24,14.02,30.69,-13.74,-2.75
C020,Meridian Materials,Stable,2024-Q3,23,199.54,116.88,52.3,22.28,307.02,46.58,23.6,23.35,10.13,30.24,9.84,30.39,-9.71,-3.6
C020,Meridian Materials,Stable,2024-Q4,24,198.44,117.01,51.82,21.71,317.26,45.18,24.08,25.12,10.13,30.24,17.09,30.52,-16.34,-3.94
C021,Pulse Digital,Declining,2019-Q1,1,109.42,67.52,36.45,3.34,36.94,27.55,14.28,13.75,15.18,46.58,6.72,7.61,-6.61,-2.08
C021,Pulse Digital,Declining,2019-Q2,2,117.41,74.66,37.98,2.82,31.51,25.77,14.97,19.18,15.18,46.58,8.08,4.75,-7.9,-2.28
C021,Pulse Digital,Declining,2019-Q3,3,110.36,68.59,35.97,3.6,31.96,22.51,13.37,16.31,15.18,46.58,6.25,8.34,-5.78,-2.11
C021,Pulse Digital,Declining,2019-Q4,4,99.05,61.82,31.86,3.27,34.01,27.4,15.25,17.12,15.18,46.58,6.94,9.29,-5.89,-1.35
C021,Pulse Digital,Declining,2020-Q1,5,98.97,62.05,32.69,2.42,32.78,22.58,11.28,16.91,15.18,46.58,6.36,3.68,-4.99,0.08
C021,Pulse Digital,Declining,2020-Q2,6,107.58,67.63,34.82,3.1,36.72,25.21,15.91,15.96,15.18,46.58,4.84,7.37,-4.82,1.39
C021,Pulse Digital,Declining,2020-Q3,7,101.72,62.75,33.5,3.35,38.24,29.83,13.03,12.09,15.18,46.58,7.97,7.86,-7.36,1.02
C021,Pulse Digital,Declining,2020-Q4,8,87.21,55.05,28.97,1.65,35.72,22.88,8.98,11.61,15.18,46.58,7.45,3.33,-6.31,0.46
C021,Pulse Digital,Declining,2021-Q1,9,86.63,54.91,28.29,1.82,36.28,19.28,11.62,10.11,15.18,46.58,5.49,4.17,-5.27,1.67
C021,Pulse Digital,Declining,2021-Q2,10,86.66,53.75,27.91,3.0,38.85,19.1,12.2,11.96,15.18,46.58,3.56,6.74,-3.51,-0.67
C021,Pulse Digital,Declining,2021-Q3,11,78.77,48.61,25.79,2.53,37.95,22.95,9.18,12.78,15.18,46.58,6.84,3.42,-5.71,1.39
C021,Pulse Digital,Declining,2021-Q4,12,71.31,45.06,23.18,1.55,37.88,20.95,8.0,9.61,15.18,46.58,5.58,5.53,-4.19,-1.41
C021,Pulse Digital,Declining,2022-Q1,13,74.39,45.86,24.21,2.49,39.09,16.98,8.28,12.76,15.18,46.58,5.65,6.25,-4.18,-0.86
C021,Pulse Digital,Declining,2022-Q2,14,77.71,49.35,25.34,1.52,38.06,22.3,8.29,13.56,15.18,46.58,4.38,2.87,-3.24,-0.65
C021,Pulse Digital,Declining,2022-Q3,15,68.07,43.13,22.01,1.45,34.84,14.01,7.76,9.81,15.18,46.58,3.93,2.1,-3.33,-1.99
C021,Pulse Digital,Declining,2022-Q4,16,65.56,41.28,21.76,1.14,33.65,14.11,8.66,10.17,15.18,46.58,4.92,3.27,-4.3,-0.15
